job_title,salary_usd,experience_level,employment_type,company_location,company_size,remote_ratio,required_skills,years_experience
AI Product Manager,137833,EX,FT,South Korea,M,0,"PyTorch, MLOps, Git, Deep Learning",14
Computer Vision Engineer,222188,EX,FT,Denmark,L,100,"Tableau, Kubernetes, Deep Learning, Data Visualization",12
NLP Engineer,155521,SE,PT,United Kingdom,M,0,"PyTorch, Python, MLOps, AWS, NLP",8
AI Software Engineer,75288,EN,FL,France,M,100,"SQL, PyTorch, GCP",1
Deep Learning Engineer,79786,MI,CT,India,L,0,"MLOps, Deep Learning, Computer Vision, Python",4
NLP Engineer,91703,EN,PT,Switzerland,M,100,"Scala, Kubernetes, Hadoop, Mathematics, Deep Learning",1
Machine Learning Engineer,70180,EN,FT,Australia,M,100,"Statistics, TensorFlow, Java, Mathematics",1
Machine Learning Researcher,39375,EN,FT,China,S,50,"TensorFlow, Data Visualization, SQL, Python, Mathematics",1
ML Ops Engineer,168440,SE,FT,Denmark,S,100,"Linux, Scala, Git, Computer Vision, SQL",6
Principal Data Scientist,87163,MI,PT,Sweden,S,0,"Tableau, Linux, Java, Azure, PyTorch",4
AI Research Scientist,249666,EX,CT,Sweden,L,0,"Docker, Kubernetes, Git, AWS, Mathematics",11
Data Analyst,94889,EN,PT,Singapore,L,100,"Python, Hadoop, NLP",1
Robotics Engineer,162277,EX,CT,Ireland,L,50,"GCP, SQL, MLOps",19
AI Specialist,65159,MI,FL,Finland,M,0,"Python, GCP, SQL, TensorFlow",2
Robotics Engineer,46719,EN,PT,Ireland,M,0,"Python, TensorFlow, AWS, Deep Learning",0
Head of AI,114834,SE,PT,United States,S,50,"Tableau, GCP, SQL, Scala, Computer Vision",5
AI Research Scientist,258610,EX,FL,Canada,L,0,"TensorFlow, Kubernetes, Docker, R, Java",12
Data Engineer,60468,EN,FT,South Korea,L,50,"Git, Tableau, TensorFlow",1
Machine Learning Researcher,85000,SE,FT,Japan,S,100,"NLP, Hadoop, Git",8
NLP Engineer,141285,MI,PT,Norway,L,50,"GCP, PyTorch, Mathematics, Deep Learning, MLOps",2
Computer Vision Engineer,122215,SE,PT,United Kingdom,S,50,"Java, Python, Deep Learning, Hadoop",5
AI Research Scientist,158027,SE,FL,Australia,L,100,"Data Visualization, MLOps, GCP, PyTorch, Azure",8
AI Architect,169651,EX,CT,Germany,L,0,"NLP, Git, Linux, Data Visualization",16
Computer Vision Engineer,192376,SE,FT,United States,L,100,"Data Visualization, R, Linux, Hadoop, Git",8
Head of AI,222509,EX,FT,Canada,M,50,"Docker, Tableau, AWS, Data Visualization",17
Computer Vision Engineer,185654,EX,FL,Canada,M,100,"Python, Scala, GCP",10
Machine Learning Engineer,83990,MI,CT,China,L,50,"Java, Statistics, Tableau",2
Principal Data Scientist,75395,EN,FL,Singapore,M,100,"PyTorch, AWS, Computer Vision",1
AI Architect,127358,SE,FT,Denmark,S,0,"AWS, Kubernetes, Scala",5
Research Scientist,107556,MI,PT,Norway,L,50,"Docker, SQL, R, Java, AWS",4
AI Software Engineer,99520,SE,CT,Austria,M,100,"Kubernetes, Python, TensorFlow, Data Visualization, Linux",6
Research Scientist,65039,MI,CT,Japan,S,0,"MLOps, Scala, Java, Python, Spark",4
Machine Learning Researcher,196131,EX,PT,France,S,0,"R, Python, AWS",10
AI Software Engineer,67319,EN,FL,Australia,M,100,"SQL, Kubernetes, Computer Vision",0
Principal Data Scientist,124172,EX,PT,Austria,S,100,"TensorFlow, Scala, Azure, SQL",18
Data Engineer,155759,EX,FL,Germany,S,50,"TensorFlow, Hadoop, Kubernetes",10
ML Ops Engineer,87031,SE,FL,South Korea,M,100,"SQL, Hadoop, Deep Learning, Computer Vision",7
AI Product Manager,70218,EN,CT,United States,S,0,"PyTorch, Spark, Linux",0
Data Engineer,116404,EX,CT,India,L,0,"Deep Learning, Git, TensorFlow, Computer Vision, Python",14
ML Ops Engineer,90146,SE,FL,Austria,M,0,"Linux, TensorFlow, Python, Tableau",7
Principal Data Scientist,64035,EN,FT,Singapore,S,0,"Mathematics, Hadoop, Docker",1
Principal Data Scientist,149646,EX,FT,Ireland,M,0,"PyTorch, Azure, Data Visualization, TensorFlow",17
AI Software Engineer,132155,EX,CT,Japan,L,100,"Deep Learning, PyTorch, Spark",11
ML Ops Engineer,117492,SE,PT,Sweden,L,100,"PyTorch, Statistics, NLP",5
Data Engineer,72169,EN,PT,United Kingdom,M,50,"Azure, Spark, SQL, Python",0
AI Software Engineer,217616,EX,PT,France,L,100,"Linux, PyTorch, Hadoop, Azure, Java",10
AI Research Scientist,142532,SE,CT,Australia,L,0,"Kubernetes, SQL, Tableau, Spark",8
Deep Learning Engineer,62479,MI,FL,Japan,L,100,"Linux, Mathematics, Git, R",3
AI Specialist,217126,EX,CT,Denmark,L,0,"AWS, PyTorch, GCP, SQL, Docker",16
Data Engineer,88308,SE,PT,India,S,50,"SQL, Scala, NLP, Spark",6
NLP Engineer,167357,EX,PT,United States,S,0,"Python, NLP, R, Spark",11
AI Specialist,96890,MI,CT,Germany,L,50,"MLOps, Tableau, Java",4
Computer Vision Engineer,240840,EX,FT,Netherlands,L,50,"GCP, Scala, PyTorch, Python",13
AI Research Scientist,120012,SE,FL,Germany,L,0,"Kubernetes, NLP, TensorFlow",6
AI Research Scientist,92291,EN,FL,Denmark,M,50,"Statistics, Python, Kubernetes",1
Machine Learning Researcher,130156,SE,CT,Sweden,S,100,"NLP, TensorFlow, Deep Learning, MLOps",7
Robotics Engineer,181599,EX,FL,Netherlands,S,50,"SQL, Azure, Mathematics, PyTorch, Git",15
Research Scientist,132091,EX,FT,Israel,M,0,"Git, Data Visualization, Mathematics",12
AI Software Engineer,45948,MI,FL,Ireland,S,50,"Scala, Python, Azure",4
Principal Data Scientist,56155,EN,FL,Australia,M,100,"TensorFlow, Tableau, Linux, PyTorch, Java",1
Research Scientist,158559,MI,FL,Switzerland,L,50,"NLP, Docker, Java, GCP, Tableau",4
Computer Vision Engineer,101820,MI,CT,Singapore,S,0,"MLOps, Mathematics, Python, Data Visualization",3
Machine Learning Researcher,130203,EX,CT,Netherlands,S,100,"PyTorch, SQL, GCP",17
Head of AI,82120,SE,FT,Austria,S,0,"NLP, TensorFlow, Kubernetes, SQL",9
Research Scientist,56616,EN,CT,Australia,S,0,"SQL, PyTorch, Azure, Docker, MLOps",0
Computer Vision Engineer,87022,MI,FT,Netherlands,M,50,"Hadoop, Spark, PyTorch",4
AI Architect,297789,EX,FL,United Kingdom,L,0,"Linux, PyTorch, NLP",16
ML Ops Engineer,64755,MI,FL,Ireland,S,100,"SQL, Linux, Deep Learning, Tableau, Computer Vision",2
Data Scientist,131620,EX,CT,Japan,M,0,"SQL, PyTorch, R, Docker, Computer Vision",16
Robotics Engineer,38611,EN,FL,Austria,S,50,"Data Visualization, SQL, PyTorch",1
Head of AI,98686,SE,PT,Japan,L,50,"Python, GCP, Scala, Linux, Statistics",9
Deep Learning Engineer,60635,MI,FT,South Korea,L,0,"Tableau, PyTorch, Statistics",4
Computer Vision Engineer,42654,EN,PT,Austria,S,100,"Docker, Kubernetes, Scala, Hadoop",1
Data Engineer,248497,EX,FT,United Kingdom,L,100,"Python, NLP, AWS, GCP",18
Computer Vision Engineer,71177,SE,PT,Ireland,S,50,"R, SQL, Docker, Linux",9
AI Consultant,64276,EN,PT,United Kingdom,M,100,"Git, GCP, Data Visualization, Computer Vision",1
Robotics Engineer,69051,EN,PT,United States,M,0,"Linux, PyTorch, Data Visualization, Python",1
ML Ops Engineer,48730,EN,PT,South Korea,L,0,"SQL, TensorFlow, Data Visualization",1
AI Product Manager,206684,SE,FT,Switzerland,L,100,"Scala, Linux, Java, Computer Vision",8
Data Analyst,131543,EX,FL,South Korea,S,50,"Scala, MLOps, SQL, GCP",16
Robotics Engineer,65137,EN,CT,France,S,50,"Python, Spark, Data Visualization",1
Data Scientist,57204,EN,PT,Sweden,M,50,"Kubernetes, Git, Linux",1
NLP Engineer,101314,SE,PT,Germany,S,100,"Python, Spark, AWS, TensorFlow, Mathematics",8
Data Engineer,105903,SE,FL,Germany,S,0,"PyTorch, TensorFlow, Computer Vision",6
NLP Engineer,287346,EX,FT,Switzerland,L,100,"Scala, MLOps, Spark",16
Autonomous Systems Engineer,136519,MI,CT,Switzerland,S,100,"R, SQL, Tableau",3
AI Research Scientist,104118,SE,CT,Israel,M,50,"SQL, Kubernetes, Java, Deep Learning",8
Autonomous Systems Engineer,55505,EN,PT,Canada,M,50,"AWS, Kubernetes, Statistics",0
Principal Data Scientist,79112,EN,PT,United States,M,0,"TensorFlow, Python, SQL, Java",0
AI Consultant,261421,EX,CT,United States,S,100,"NLP, R, Java",13
AI Specialist,173561,SE,CT,United Kingdom,L,100,"NLP, Hadoop, Spark, Git",9
AI Product Manager,81420,SE,CT,Ireland,S,50,"MLOps, Python, Kubernetes, Azure, TensorFlow",9
Data Scientist,117053,EX,FT,France,S,50,"Git, Java, GCP",16
Head of AI,153427,EX,FL,France,L,50,"SQL, Linux, Spark, PyTorch, Kubernetes",16
AI Research Scientist,136824,EX,FL,Australia,S,50,"Python, Docker, Mathematics",16
AI Consultant,104709,EN,FL,United States,L,0,"Scala, GCP, Spark",0
Deep Learning Engineer,180065,SE,FL,Singapore,L,50,"Statistics, AWS, NLP, Python, R",7
ML Ops Engineer,168199,SE,FL,Australia,L,0,"Python, Docker, Spark",5
AI Consultant,196203,SE,FL,Switzerland,L,50,"Python, Scala, Hadoop",9
AI Product Manager,105360,SE,CT,India,L,50,"Tableau, SQL, Java",9
AI Product Manager,200721,EX,FL,South Korea,L,100,"Kubernetes, Deep Learning, Mathematics, SQL, Azure",11
AI Specialist,67368,MI,FL,Finland,S,50,"AWS, TensorFlow, GCP",4
AI Software Engineer,43795,EN,FT,Japan,M,100,"GCP, Python, Azure",1
Data Engineer,67572,SE,FT,South Korea,S,100,"AWS, Data Visualization, Spark, Statistics",6
Data Scientist,167712,EX,CT,Canada,L,50,"Computer Vision, PyTorch, Git",11
Data Scientist,48365,EN,FT,South Korea,M,50,"Git, Linux, Scala, SQL, Computer Vision",1
Principal Data Scientist,147740,SE,FT,Singapore,L,100,"Data Visualization, Python, TensorFlow, AWS",7
Research Scientist,90650,MI,FT,Germany,S,0,"Python, SQL, Azure, Docker, Mathematics",2
Data Scientist,72757,SE,PT,China,S,100,"GCP, TensorFlow, Computer Vision",9
AI Research Scientist,107303,EX,CT,India,M,0,"Mathematics, R, NLP, Kubernetes",16
Data Analyst,46371,EN,CT,Finland,S,50,"Hadoop, MLOps, PyTorch, GCP",1
Data Scientist,266593,EX,FT,Singapore,M,100,"PyTorch, Statistics, Docker",16
ML Ops Engineer,178629,EX,CT,Germany,M,0,"Data Visualization, NLP, Kubernetes, Mathematics, PyTorch",19
Computer Vision Engineer,146067,EX,CT,Ireland,S,100,"GCP, Linux, Computer Vision, SQL",19
Autonomous Systems Engineer,107122,MI,PT,Singapore,L,0,"R, SQL, Scala, Deep Learning",2
Deep Learning Engineer,95130,SE,PT,Australia,S,100,"Azure, Data Visualization, TensorFlow, Mathematics, Python",7
AI Consultant,73429,MI,CT,Austria,M,0,"PyTorch, TensorFlow, Docker, Java",3
Principal Data Scientist,108875,SE,CT,Israel,L,50,"Linux, Git, Deep Learning, Tableau",7
Head of AI,65220,EN,CT,Germany,S,50,"Spark, Python, Linux, SQL, Hadoop",1
Head of AI,100762,SE,CT,Canada,S,0,"Kubernetes, Mathematics, NLP",8
AI Software Engineer,104369,SE,CT,India,L,50,"Scala, Hadoop, Statistics, Docker",5
Data Analyst,87835,MI,FT,Germany,M,50,"Data Visualization, GCP, Python, Scala, Git",2
AI Architect,87275,EN,CT,Norway,L,50,"GCP, Linux, PyTorch, Statistics",0
Autonomous Systems Engineer,125786,SE,CT,Canada,S,50,"PyTorch, Kubernetes, MLOps, Azure",7
Robotics Engineer,160428,EX,FT,Austria,L,0,"Data Visualization, TensorFlow, Git",12
Deep Learning Engineer,72733,MI,CT,Ireland,M,50,"Git, TensorFlow, Deep Learning, Tableau, Kubernetes",4
Machine Learning Researcher,82610,MI,CT,Canada,L,50,"Python, Azure, Tableau, PyTorch, Java",4
AI Architect,156344,MI,FL,Norway,L,50,"PyTorch, NLP, MLOps, Linux",2
Machine Learning Engineer,140806,SE,FT,Singapore,S,0,"Hadoop, Scala, Deep Learning",6
ML Ops Engineer,42773,EN,FL,Finland,S,0,"Scala, MLOps, GCP, Git",0
AI Consultant,180783,EX,PT,Japan,L,100,"Git, Mathematics, MLOps, Python, Azure",12
Computer Vision Engineer,117233,EX,FL,India,S,50,"Data Visualization, Java, SQL, Scala, Hadoop",16
AI Research Scientist,63914,MI,FL,China,L,100,"Spark, Kubernetes, Tableau",2
Principal Data Scientist,66673,MI,FT,South Korea,M,100,"Docker, SQL, PyTorch, Spark, R",4
AI Specialist,62382,EN,CT,Austria,L,100,"Scala, Computer Vision, R, Java, PyTorch",0
Machine Learning Researcher,60067,EN,CT,Germany,L,50,"PyTorch, TensorFlow, Data Visualization, GCP",1
AI Architect,40011,EN,FT,India,S,100,"Java, PyTorch, Tableau",0
Autonomous Systems Engineer,87803,MI,PT,Finland,L,0,"R, Azure, Statistics, AWS, SQL",4
Machine Learning Researcher,109988,SE,FL,Finland,L,50,"MLOps, AWS, Python",5
Deep Learning Engineer,213281,EX,FT,Denmark,L,0,"Python, Computer Vision, Hadoop",18
ML Ops Engineer,181498,SE,FT,Switzerland,S,0,"Git, Linux, PyTorch, Spark, Kubernetes",8
Machine Learning Engineer,91217,SE,PT,South Korea,S,0,"Statistics, SQL, Kubernetes, PyTorch",7
Deep Learning Engineer,138701,MI,CT,Norway,L,0,"SQL, MLOps, Azure",2
AI Software Engineer,110032,MI,CT,Denmark,L,100,"AWS, Java, Scala, Python",2
Computer Vision Engineer,36732,EN,CT,India,M,100,"SQL, PyTorch, Deep Learning, Scala",1
Data Scientist,147646,SE,FT,Switzerland,M,100,"PyTorch, Data Visualization, Scala",8
Robotics Engineer,74597,EN,FL,Australia,L,100,"Scala, Tableau, Kubernetes, Deep Learning, TensorFlow",1
AI Architect,189177,EX,PT,Japan,L,50,"Git, Deep Learning, Computer Vision, Docker, Statistics",11
ML Ops Engineer,133420,EX,PT,China,M,100,"Python, Tableau, R, TensorFlow, GCP",14
Robotics Engineer,84127,MI,FT,Sweden,L,50,"SQL, GCP, AWS, Tableau",3
Data Engineer,171485,EX,PT,Germany,S,0,"Python, TensorFlow, Linux, Docker",13
AI Product Manager,43226,EN,PT,France,S,0,"Computer Vision, Kubernetes, Statistics",0
Deep Learning Engineer,80134,SE,PT,South Korea,S,0,"PyTorch, Tableau, TensorFlow",5
Deep Learning Engineer,211329,EX,FT,Norway,M,0,"Java, Git, Python",17
Research Scientist,78172,EN,FT,Australia,M,50,"TensorFlow, R, GCP",0
Robotics Engineer,79828,MI,FL,Australia,M,50,"Azure, Linux, Spark, NLP",2
Machine Learning Engineer,74383,MI,FL,United Kingdom,S,50,"NLP, PyTorch, Linux, Mathematics",3
Research Scientist,113532,SE,PT,Israel,L,100,"AWS, Kubernetes, Git, SQL",9
Principal Data Scientist,131514,MI,PT,Denmark,L,50,"AWS, MLOps, Spark, Data Visualization, Azure",4
AI Architect,56701,MI,FL,Austria,S,50,"Docker, Azure, PyTorch, Kubernetes, SQL",4
Machine Learning Engineer,140305,EX,FT,Austria,L,100,"TensorFlow, Statistics, Data Visualization",19
Data Analyst,58822,MI,CT,India,L,0,"Linux, PyTorch, TensorFlow",4
Robotics Engineer,83774,SE,PT,South Korea,L,50,"R, Spark, NLP",5
ML Ops Engineer,145846,EX,FL,United Kingdom,S,100,"R, TensorFlow, Azure",10
Data Analyst,96432,MI,PT,France,M,100,"Mathematics, Computer Vision, Azure, Python, TensorFlow",3
Data Scientist,253805,EX,CT,United Kingdom,L,0,"Python, Statistics, TensorFlow",15
AI Research Scientist,112471,SE,CT,Singapore,S,50,"Linux, TensorFlow, Python",7
Deep Learning Engineer,84053,EN,FL,Singapore,M,50,"Deep Learning, Python, Linux",1
Computer Vision Engineer,63933,EN,FL,Japan,L,100,"Kubernetes, Docker, AWS",0
Computer Vision Engineer,126568,SE,PT,Sweden,S,0,"Docker, Kubernetes, Deep Learning, Git",7
Head of AI,88812,MI,FL,Australia,L,0,"Deep Learning, Java, Git, Linux",3
Autonomous Systems Engineer,279728,EX,PT,Germany,L,50,"Computer Vision, SQL, NLP, Data Visualization",19
Autonomous Systems Engineer,174360,EX,FT,Netherlands,M,50,"PyTorch, Azure, Tableau, Python",16
Deep Learning Engineer,47012,EN,FT,Israel,S,100,"Python, TensorFlow, Data Visualization, Mathematics, Java",1
Machine Learning Engineer,110318,MI,PT,Switzerland,M,50,"Linux, Scala, Python, Docker, R",2
AI Specialist,100275,SE,CT,Japan,M,0,"PyTorch, Java, AWS, MLOps, Python",9
Autonomous Systems Engineer,99393,MI,FT,Germany,L,0,"Statistics, Java, AWS",4
Head of AI,191434,EX,CT,Germany,M,50,"Docker, Scala, SQL, TensorFlow, Kubernetes",17
AI Consultant,56341,EN,FT,Finland,L,50,"Azure, Kubernetes, NLP, Tableau",0
Machine Learning Researcher,225886,EX,FL,France,M,0,"TensorFlow, Statistics, Docker, Scala, AWS",12
AI Software Engineer,200157,EX,FL,France,L,50,"SQL, PyTorch, Computer Vision, Mathematics, Data Visualization",16
AI Research Scientist,102482,MI,FT,Norway,S,50,"Scala, SQL, PyTorch, Computer Vision, AWS",4
AI Architect,107326,SE,FT,Germany,S,0,"Python, Data Visualization, TensorFlow, NLP, AWS",9
AI Research Scientist,76421,EN,CT,Switzerland,S,0,"Mathematics, Hadoop, Scala, Java",1
AI Research Scientist,237211,EX,FT,France,M,100,"SQL, Scala, Python",13
AI Architect,61437,EN,CT,India,L,100,"Kubernetes, Python, GCP",0
Machine Learning Engineer,144299,SE,FT,Australia,L,50,"Python, Linux, TensorFlow, Scala, Git",9
NLP Engineer,42865,EN,FT,South Korea,M,0,"TensorFlow, SQL, Deep Learning, R, Mathematics",1
ML Ops Engineer,65426,EN,FT,United Kingdom,S,50,"Azure, NLP, Spark, Python",1
AI Specialist,89534,EN,FT,Singapore,L,50,"R, Java, GCP",0
Machine Learning Researcher,88816,EN,CT,Switzerland,M,0,"SQL, Data Visualization, Git",0
AI Product Manager,102927,MI,FT,Singapore,M,100,"Computer Vision, GCP, Linux, SQL, R",3
Machine Learning Engineer,196297,EX,FT,United States,L,0,"SQL, Java, TensorFlow",15
Autonomous Systems Engineer,217998,EX,PT,Germany,S,100,"Azure, Scala, TensorFlow",13
AI Architect,88452,MI,PT,Canada,M,100,"Linux, Python, TensorFlow",3
AI Consultant,214477,EX,CT,Canada,M,100,"Python, Git, NLP",17
AI Research Scientist,57753,EN,FT,Singapore,S,100,"Computer Vision, SQL, Scala, Kubernetes",1
Computer Vision Engineer,171067,EX,PT,Singapore,L,100,"Python, TensorFlow, PyTorch",17
AI Research Scientist,108359,MI,FT,Netherlands,M,50,"Azure, AWS, Statistics, GCP, PyTorch",4
AI Architect,46467,EN,PT,Canada,S,100,"MLOps, Azure, Kubernetes, GCP, TensorFlow",0
ML Ops Engineer,140303,MI,CT,United States,L,100,"PyTorch, TensorFlow, Java, AWS, SQL",2
NLP Engineer,89185,EX,PT,China,S,100,"Hadoop, Computer Vision, PyTorch, Spark, Git",18
AI Consultant,79200,EN,FT,Germany,M,50,"Hadoop, Spark, GCP, Azure, Statistics",1
AI Product Manager,252704,EX,FL,Singapore,M,50,"PyTorch, Docker, Tableau, TensorFlow, Scala",17
AI Software Engineer,60121,MI,PT,India,M,0,"Hadoop, Java, NLP, Data Visualization",3
AI Product Manager,76866,MI,PT,South Korea,M,0,"Git, SQL, Computer Vision",3
ML Ops Engineer,107894,SE,PT,China,M,50,"Scala, Python, Azure",5
Principal Data Scientist,108605,SE,FT,France,S,100,"Python, SQL, Deep Learning, Docker, Mathematics",7
Machine Learning Engineer,94542,MI,FT,Sweden,S,0,"Azure, Linux, Data Visualization, MLOps",3
Machine Learning Engineer,180518,SE,FL,Switzerland,M,0,"Deep Learning, TensorFlow, Docker, Linux",8
Autonomous Systems Engineer,39965,EN,FL,India,M,0,"Java, Tableau, Python, Azure",1
Principal Data Scientist,112021,EN,FT,Norway,L,0,"Spark, Linux, Git",1
AI Product Manager,190529,EX,FT,Germany,M,50,"TensorFlow, SQL, Azure, Deep Learning",17
Robotics Engineer,187717,SE,FT,Denmark,M,100,"TensorFlow, Data Visualization, Mathematics, Kubernetes, NLP",8
NLP Engineer,274713,EX,FT,Denmark,M,50,"Hadoop, AWS, NLP, Python, Azure",17
Computer Vision Engineer,75675,MI,FL,Israel,L,50,"Mathematics, Deep Learning, AWS, Azure",4
AI Consultant,45073,EN,PT,Israel,S,0,"Kubernetes, Data Visualization, Azure",0
Machine Learning Engineer,45421,EN,FT,India,M,0,"Kubernetes, R, Computer Vision, SQL, Java",1
Data Analyst,155405,SE,FT,Switzerland,S,100,"Linux, Kubernetes, Mathematics",8
Computer Vision Engineer,111601,SE,CT,Australia,M,100,"Scala, Hadoop, Tableau, Python",8
AI Architect,104106,SE,FL,Austria,M,100,"PyTorch, Tableau, Linux, Data Visualization",9
Head of AI,59622,MI,CT,India,M,50,"Statistics, Tableau, Azure, Scala",2
AI Architect,147307,SE,FT,Australia,M,100,"Git, Kubernetes, Python",7
Principal Data Scientist,138403,EX,FL,Canada,M,0,"Scala, PyTorch, Data Visualization, Java",15
AI Consultant,124935,SE,PT,United Kingdom,L,50,"Docker, Data Visualization, Deep Learning, GCP, Git",9
AI Research Scientist,220069,EX,FT,Netherlands,S,50,"R, Tableau, MLOps, SQL",17
Autonomous Systems Engineer,94205,MI,FT,Australia,M,50,"Python, Tableau, Git, AWS",4
Principal Data Scientist,102027,MI,PT,United Kingdom,M,50,"Spark, Java, R, Statistics",3
Autonomous Systems Engineer,175699,SE,PT,Norway,S,0,"Git, Azure, Data Visualization, Java",5
Machine Learning Researcher,70943,EN,PT,Sweden,M,0,"Python, TensorFlow, Linux, Docker",0
AI Product Manager,76637,EN,FT,Netherlands,S,50,"Java, Scala, TensorFlow, Deep Learning",1
AI Specialist,56628,EN,FL,Sweden,M,50,"Tableau, Linux, Python, TensorFlow, Git",0
Autonomous Systems Engineer,218648,EX,CT,Sweden,S,100,"Docker, AWS, Kubernetes, Computer Vision, Deep Learning",11
AI Software Engineer,53333,MI,FT,Israel,M,50,"Tableau, GCP, Python, Mathematics, Deep Learning",4
Autonomous Systems Engineer,89661,SE,PT,China,L,100,"Deep Learning, Git, Linux, TensorFlow",7
Deep Learning Engineer,83895,EN,FT,United States,M,50,"SQL, Python, Tableau",1
Machine Learning Engineer,206941,EX,FT,United States,S,0,"Python, Kubernetes, Hadoop, TensorFlow",18
Principal Data Scientist,163416,EX,PT,Israel,M,100,"SQL, TensorFlow, MLOps",17
ML Ops Engineer,69555,EN,FL,France,M,50,"Linux, Spark, Python, Data Visualization, Deep Learning",0
AI Product Manager,105592,SE,FT,Austria,L,0,"NLP, TensorFlow, Java",9
ML Ops Engineer,98467,MI,CT,United Kingdom,M,100,"Azure, Tableau, Statistics, Scala",3
Computer Vision Engineer,81193,EN,CT,Germany,L,100,"R, GCP, Linux, Deep Learning",0
Principal Data Scientist,120963,SE,FT,Japan,L,100,"PyTorch, SQL, Java, Git",6
NLP Engineer,92072,MI,FL,Canada,S,100,"R, Linux, SQL, Statistics",2
Deep Learning Engineer,56791,EN,PT,France,L,50,"Spark, Java, Git",0
AI Software Engineer,257992,EX,CT,Netherlands,L,50,"Kubernetes, Spark, Tableau, SQL, GCP",18
Robotics Engineer,138226,SE,FL,United States,S,0,"Python, SQL, Mathematics, Azure",6
